path,label,video_id,split,frame_start,frame_end,bbox
assets/sign_to_text/wlasl_top500_words/who/63227.mp4,Who,63227,train,1,-1,"[687, 96, 1421, 1080]"
assets/sign_to_text/wlasl_top500_words/candy/08929.mp4,Candy,08929,val,1,-1,"[153, 55, 539, 400]"
assets/sign_to_text/wlasl_top500_words/candy/08916.mp4,Candy,08916,train,1,-1,"[163, 14, 517, 414]"
assets/sign_to_text/wlasl_top500_words/candy/08917.mp4,Candy,08917,train,1,-1,"[784, 153, 1501, 1080]"
assets/sign_to_text/wlasl_top500_words/candy/08918.mp4,Candy,08918,val,1,-1,"[774, 153, 1499, 1080]"
assets/sign_to_text/wlasl_top500_words/cousin/65415.mp4,Cousin,65415,test,1,-1,"[134, 17, 491, 370]"
assets/sign_to_text/wlasl_top500_words/cousin/13647.mp4,Cousin,13647,train,1,-1,"[205, 43, 479, 400]"
assets/sign_to_text/wlasl_top500_words/cousin/13648.mp4,Cousin,13648,train,1,-1,"[192, 41, 488, 400]"
assets/sign_to_text/wlasl_top500_words/cousin/13631.mp4,Cousin,13631,train,1,-1,"[463, 67, 856, 720]"
assets/sign_to_text/wlasl_top500_words/deaf/14882.mp4,Deaf,14882,train,1,-1,"[186, 15, 525, 414]"
assets/sign_to_text/wlasl_top500_words/deaf/14903.mp4,Deaf,14903,val,1,-1,"[170, 62, 532, 400]"
assets/sign_to_text/wlasl_top500_words/deaf/14883.mp4,Deaf,14883,test,1,-1,"[738, 111, 1463, 1080]"
assets/sign_to_text/wlasl_top500_words/deaf/14884.mp4,Deaf,14884,train,1,-1,"[677, 59, 1527, 1061]"
assets/sign_to_text/wlasl_top500_words/fine/21870.mp4,Fine,21870,train,1,-1,"[414, 53, 804, 720]"
assets/sign_to_text/wlasl_top500_words/fine/21890.mp4,Fine,21890,test,1,-1,"[166, 54, 515, 400]"
assets/sign_to_text/wlasl_top500_words/fine/21891.mp4,Fine,21891,train,1,-1,"[236, 35, 486, 400]"
assets/sign_to_text/wlasl_top500_words/fine/21871.mp4,Fine,21871,train,1,-1,"[206, 15, 518, 414]"
assets/sign_to_text/wlasl_top500_words/help/69364.mp4,Help,69364,val,1,-1,"[605, 64, 1417, 1080]"
assets/sign_to_text/wlasl_top500_words/help/27221.mp4,Help,27221,train,1,-1,"[198, 56, 563, 400]"
assets/sign_to_text/wlasl_top500_words/help/27206.mp4,Help,27206,train,1,-1,"[211, 16, 525, 414]"
assets/sign_to_text/wlasl_top500_words/help/27207.mp4,Help,27207,train,1,-1,"[665, 54, 1608, 1080]"
assets/sign_to_text/wlasl_top500_words/no/69411.mp4,No,69411,val,1,-1,"[274, 43, 875, 720]"
assets/sign_to_text/wlasl_top500_words/no/38525.mp4,No,38525,test,1,-1,"[223, 12, 525, 414]"
assets/sign_to_text/wlasl_top500_words/no/38544.mp4,No,38544,train,1,-1,"[258, 38, 509, 400]"
assets/sign_to_text/wlasl_top500_words/no/38527.mp4,No,38527,train,1,-1,"[777, 24, 1651, 1080]"
assets/sign_to_text/wlasl_top500_words/thin/57948.mp4,Thin,57948,val,1,-1,"[66, 21, 206, 192]"
assets/sign_to_text/wlasl_top500_words/thin/57949.mp4,Thin,57949,train,1,-1,"[66, 21, 206, 192]"
assets/sign_to_text/wlasl_top500_words/thin/57934.mp4,Thin,57934,train,1,-1,"[427, 57, 820, 720]"
assets/sign_to_text/wlasl_top500_words/thin/57953.mp4,Thin,57953,train,1,-1,"[214, 53, 566, 400]"
assets/sign_to_text/wlasl_top500_words/walk/62175.mp4,Walk,62175,train,1,-1,"[201, 38, 529, 400]"
assets/sign_to_text/wlasl_top500_words/walk/62159.mp4,Walk,62159,train,1,-1,"[209, 14, 581, 414]"
assets/sign_to_text/wlasl_top500_words/walk/62160.mp4,Walk,62160,test,1,-1,"[513, 128, 1847, 1080]"
assets/sign_to_text/wlasl_top500_words/walk/62163.mp4,Walk,62163,train,1,-1,"[585, 136, 1828, 1080]"
assets/sign_to_text/wlasl_top500_words/year/64211.mp4,Year,64211,val,1,-1,"[565, 54, 1534, 1080]"
assets/sign_to_text/wlasl_top500_words/year/64224.mp4,Year,64224,train,1,-1,"[176, 52, 537, 400]"
assets/sign_to_text/wlasl_top500_words/year/64210.mp4,Year,64210,test,1,-1,"[229, 13, 548, 414]"
assets/sign_to_text/wlasl_top500_words/year/64212.mp4,Year,64212,train,1,-1,"[642, 59, 1646, 1080]"
assets/sign_to_text/wlasl_top500_words/yes/69546.mp4,Yes,69546,val,1,-1,"[214, 41, 881, 720]"
assets/sign_to_text/wlasl_top500_words/yes/64287.mp4,Yes,64287,val,1,-1,"[120, 4, 526, 480]"
assets/sign_to_text/wlasl_top500_words/yes/64284.mp4,Yes,64284,train,1,-1,"[724, 29, 1675, 1080]"
assets/sign_to_text/wlasl_top500_words/yes/64291.mp4,Yes,64291,train,1,-1,"[81, 25, 212, 192]"
assets/sign_to_text/wlasl_top500_words/all/69206.mp4,All,69206,train,1,-1,"[439, 68, 1366, 1080]"
assets/sign_to_text/wlasl_top500_words/all/02003.mp4,All,02003,train,1,-1,"[171, 49, 564, 400]"
assets/sign_to_text/wlasl_top500_words/all/01987.mp4,All,01987,train,1,-1,"[351, 53, 821, 720]"
assets/sign_to_text/wlasl_top500_words/all/01988.mp4,All,01988,train,1,-1,"[32, 13, 543, 480]"
assets/sign_to_text/wlasl_top500_words/black/69236.mp4,Black,69236,val,1,-1,"[295, 38, 885, 720]"
assets/sign_to_text/wlasl_top500_words/black/06472.mp4,Black,06472,train,1,-1,"[205, 17, 524, 414]"
assets/sign_to_text/wlasl_top500_words/black/06473.mp4,Black,06473,train,1,-1,"[544, 60, 1618, 1080]"
assets/sign_to_text/wlasl_top500_words/black/06474.mp4,Black,06474,train,1,-1,"[77, 18, 515, 480]"
assets/sign_to_text/wlasl_top500_words/cool/69281.mp4,Cool,69281,train,1,-1,"[148, 9, 605, 480]"
assets/sign_to_text/wlasl_top500_words/cool/65403.mp4,Cool,65403,train,1,-1,"[175, 17, 495, 370]"
assets/sign_to_text/wlasl_top500_words/cool/13213.mp4,Cool,13213,train,1,-1,"[73, 16, 215, 192]"
assets/sign_to_text/wlasl_top500_words/cool/13197.mp4,Cool,13197,val,1,-1,"[504, 69, 1606, 1080]"
assets/sign_to_text/wlasl_top500_words/finish/21942.mp4,Finish,21942,val,1,-1,"[232, 15, 533, 414]"
assets/sign_to_text/wlasl_top500_words/finish/21943.mp4,Finish,21943,train,1,-1,"[757, 52, 1564, 1080]"
assets/sign_to_text/wlasl_top500_words/finish/21944.mp4,Finish,21944,test,1,-1,"[734, 126, 1442, 1080]"
assets/sign_to_text/wlasl_top500_words/finish/21945.mp4,Finish,21945,train,1,-1,"[62, 5, 564, 480]"
assets/sign_to_text/wlasl_top500_words/hot/69368.mp4,Hot,69368,val,1,-1,"[284, 42, 886, 720]"
assets/sign_to_text/wlasl_top500_words/hot/28125.mp4,Hot,28125,train,1,-1,"[197, 49, 571, 400]"
assets/sign_to_text/wlasl_top500_words/hot/28108.mp4,Hot,28108,train,1,-1,"[229, 17, 521, 414]"
assets/sign_to_text/wlasl_top500_words/hot/28109.mp4,Hot,28109,train,1,-1,"[351, 11, 818, 480]"
assets/sign_to_text/wlasl_top500_words/like/69389.mp4,Like,69389,test,1,-1,"[344, 36, 876, 720]"
assets/sign_to_text/wlasl_top500_words/like/33266.mp4,Like,33266,train,1,-1,"[68, 3, 234, 240]"
assets/sign_to_text/wlasl_top500_words/like/33285.mp4,Like,33285,train,1,-1,"[189, 57, 540, 400]"
assets/sign_to_text/wlasl_top500_words/like/33267.mp4,Like,33267,train,1,-1,"[408, 49, 805, 720]"
assets/sign_to_text/wlasl_top500_words/many/69396.mp4,Many,69396,val,1,-1,"[374, 52, 902, 720]"
assets/sign_to_text/wlasl_top500_words/many/34823.mp4,Many,34823,train,1,-1,"[26, 4, 278, 240]"
assets/sign_to_text/wlasl_top500_words/many/34824.mp4,Many,34824,train,1,-1,"[426, 54, 796, 720]"
assets/sign_to_text/wlasl_top500_words/many/34825.mp4,Many,34825,train,1,-1,"[552, 55, 1533, 1080]"
assets/sign_to_text/wlasl_top500_words/mother/69402.mp4,Mother,69402,val,1,-1,"[172, 21, 476, 480]"
assets/sign_to_text/wlasl_top500_words/mother/36946.mp4,Mother,36946,train,1,-1,"[218, 38, 468, 400]"
assets/sign_to_text/wlasl_top500_words/mother/36930.mp4,Mother,36930,train,1,-1,"[214, 17, 520, 414]"
assets/sign_to_text/wlasl_top500_words/mother/36931.mp4,Mother,36931,train,1,-1,"[715, 59, 1630, 1071]"
assets/sign_to_text/wlasl_top500_words/now/69413.mp4,Now,69413,val,1,-1,"[340, 40, 954, 720]"
assets/sign_to_text/wlasl_top500_words/now/38994.mp4,Now,38994,val,1,-1,"[251, 12, 761, 480]"
assets/sign_to_text/wlasl_top500_words/now/38999.mp4,Now,38999,train,1,-1,"[85, 19, 229, 192]"
assets/sign_to_text/wlasl_top500_words/now/39000.mp4,Now,39000,val,1,-1,"[64, 12, 213, 192]"
assets/sign_to_text/wlasl_top500_words/orange/69422.mp4,Orange,69422,val,1,-1,"[363, 40, 871, 720]"
assets/sign_to_text/wlasl_top500_words/orange/40115.mp4,Orange,40115,train,1,-1,"[82, 32, 233, 240]"
assets/sign_to_text/wlasl_top500_words/orange/40116.mp4,Orange,40116,train,1,-1,"[223, 16, 527, 414]"
assets/sign_to_text/wlasl_top500_words/orange/40117.mp4,Orange,40117,train,1,-1,"[910, 68, 1734, 1056]"
assets/sign_to_text/wlasl_top500_words/thanksgiving/57628.mp4,Thanksgiving,57628,val,1,-1,"[79, 10, 242, 180]"
assets/sign_to_text/wlasl_top500_words/thanksgiving/57647.mp4,Thanksgiving,57647,train,1,-1,"[171, 50, 538, 400]"
assets/sign_to_text/wlasl_top500_words/thanksgiving/57629.mp4,Thanksgiving,57629,val,1,-1,"[41, 13, 251, 240]"
assets/sign_to_text/wlasl_top500_words/thanksgiving/57630.mp4,Thanksgiving,57630,train,1,-1,"[402, 56, 823, 720]"
assets/sign_to_text/wlasl_top500_words/what/69531.mp4,What,69531,val,1,-1,"[155, 34, 1067, 720]"
assets/sign_to_text/wlasl_top500_words/what/62967.mp4,What,62967,test,1,-1,"[766, 98, 1727, 1080]"
assets/sign_to_text/wlasl_top500_words/what/62968.mp4,What,62968,train,1,-1,"[333, 61, 1614, 1080]"
assets/sign_to_text/wlasl_top500_words/what/62970.mp4,What,62970,train,1,-1,"[78, 9, 560, 480]"
assets/sign_to_text/wlasl_top500_words/woman/63679.mp4,Woman,63679,train,1,-1,"[231, 38, 486, 400]"
assets/sign_to_text/wlasl_top500_words/woman/63665.mp4,Woman,63665,train,1,-1,"[215, 16, 525, 414]"
assets/sign_to_text/wlasl_top500_words/woman/63666.mp4,Woman,63666,train,1,-1,"[216, 15, 525, 414]"
assets/sign_to_text/wlasl_top500_words/woman/63667.mp4,Woman,63667,train,1,-1,"[664, 83, 1585, 1072]"
assets/sign_to_text/wlasl_top500_words/bed/05644.mp4,Bed,05644,train,1,-1,"[170, 52, 534, 400]"
assets/sign_to_text/wlasl_top500_words/bed/05629.mp4,Bed,05629,train,1,-1,"[64, 12, 265, 240]"
assets/sign_to_text/wlasl_top500_words/bed/05630.mp4,Bed,05630,train,1,-1,"[413, 57, 807, 720]"
assets/sign_to_text/wlasl_top500_words/bed/05631.mp4,Bed,05631,train,1,-1,"[617, 68, 1584, 1080]"
assets/sign_to_text/wlasl_top500_words/blue/69238.mp4,Blue,69238,val,1,-1,"[257, 39, 881, 720]"
assets/sign_to_text/wlasl_top500_words/blue/06835.mp4,Blue,06835,train,1,-1,"[125, 26, 528, 480]"
assets/sign_to_text/wlasl_top500_words/blue/06839.mp4,Blue,06839,train,1,-1,"[90, 21, 213, 192]"
assets/sign_to_text/wlasl_top500_words/blue/65216.mp4,Blue,65216,train,1,-1,"[158, 24, 482, 370]"
assets/sign_to_text/wlasl_top500_words/bowling/07389.mp4,Bowling,07389,train,1,-1,"[424, 56, 833, 720]"
assets/sign_to_text/wlasl_top500_words/bowling/07390.mp4,Bowling,07390,train,1,-1,"[737, 142, 1494, 1080]"
assets/sign_to_text/wlasl_top500_words/bowling/07391.mp4,Bowling,07391,train,1,-1,"[685, 146, 1545, 1080]"
assets/sign_to_text/wlasl_top500_words/bowling/07392.mp4,Bowling,07392,train,1,-1,"[627, 134, 1450, 1069]"
assets/sign_to_text/wlasl_top500_words/can/69257.mp4,Can,69257,test,1,-1,"[285, 31, 964, 720]"
assets/sign_to_text/wlasl_top500_words/can/65294.mp4,Can,65294,val,1,-1,"[137, 15, 500, 370]"
assets/sign_to_text/wlasl_top500_words/can/08955.mp4,Can,08955,train,1,-1,"[163, 54, 555, 400]"
assets/sign_to_text/wlasl_top500_words/can/08935.mp4,Can,08935,train,1,-1,"[434, 54, 814, 720]"
assets/sign_to_text/wlasl_top500_words/dog/69298.mp4,Dog,69298,train,1,-1,"[356, 40, 877, 720]"
assets/sign_to_text/wlasl_top500_words/dog/17097.mp4,Dog,17097,test,1,-1,"[133, 62, 585, 400]"
assets/sign_to_text/wlasl_top500_words/dog/17084.mp4,Dog,17084,train,1,-1,"[53, 0, 229, 240]"
assets/sign_to_text/wlasl_top500_words/dog/17085.mp4,Dog,17085,train,1,-1,"[225, 18, 521, 414]"
assets/sign_to_text/wlasl_top500_words/family/69316.mp4,Family,69316,val,1,-1,"[334, 15, 960, 720]"
assets/sign_to_text/wlasl_top500_words/family/20980.mp4,Family,20980,train,1,-1,"[218, 18, 529, 414]"
assets/sign_to_text/wlasl_top500_words/family/20981.mp4,Family,20981,train,1,-1,"[307, 9, 790, 480]"
assets/sign_to_text/wlasl_top500_words/family/20982.mp4,Family,20982,train,1,-1,"[688, 43, 1555, 1080]"
assets/sign_to_text/wlasl_top500_words/fish/69325.mp4,Fish,69325,train,1,-1,"[311, 0, 1071, 720]"
assets/sign_to_text/wlasl_top500_words/fish/22130.mp4,Fish,22130,train,1,-1,"[166, 52, 551, 400]"
assets/sign_to_text/wlasl_top500_words/fish/22114.mp4,Fish,22114,val,1,-1,"[55, 13, 265, 240]"
assets/sign_to_text/wlasl_top500_words/fish/22115.mp4,Fish,22115,train,1,-1,"[403, 57, 843, 720]"
assets/sign_to_text/wlasl_top500_words/graduate/25339.mp4,Graduate,25339,train,1,-1,"[175, 60, 532, 400]"
assets/sign_to_text/wlasl_top500_words/graduate/25322.mp4,Graduate,25322,train,1,-1,"[431, 59, 827, 720]"
assets/sign_to_text/wlasl_top500_words/graduate/25323.mp4,Graduate,25323,train,1,-1,"[538, 131, 1504, 1071]"
assets/sign_to_text/wlasl_top500_words/graduate/25324.mp4,Graduate,25324,train,1,-1,"[586, 116, 1418, 1080]"
assets/sign_to_text/wlasl_top500_words/hat/69359.mp4,Hat,69359,val,1,-1,"[147, 5, 566, 480]"
assets/sign_to_text/wlasl_top500_words/hat/26713.mp4,Hat,26713,train,1,-1,"[334, 31, 813, 720]"
assets/sign_to_text/wlasl_top500_words/hat/26712.mp4,Hat,26712,train,1,-1,"[32, 0, 273, 240]"
assets/sign_to_text/wlasl_top500_words/hat/26739.mp4,Hat,26739,train,1,-1,"[203, 39, 485, 400]"
assets/sign_to_text/wlasl_top500_words/hearing/65884.mp4,Hearing,65884,test,1,-1,"[159, 36, 488, 370]"
assets/sign_to_text/wlasl_top500_words/hearing/26972.mp4,Hearing,26972,train,1,-1,"[201, 17, 516, 414]"
assets/sign_to_text/wlasl_top500_words/hearing/26973.mp4,Hearing,26973,train,1,-1,"[623, 138, 1480, 1069]"
assets/sign_to_text/wlasl_top500_words/hearing/26974.mp4,Hearing,26974,train,1,-1,"[477, 30, 1040, 717]"
assets/sign_to_text/wlasl_top500_words/kiss/31767.mp4,Kiss,31767,train,1,-1,"[229, 48, 487, 400]"
assets/sign_to_text/wlasl_top500_words/kiss/31750.mp4,Kiss,31750,test,1,-1,"[745, 128, 1540, 1069]"
assets/sign_to_text/wlasl_top500_words/kiss/31751.mp4,Kiss,31751,val,1,-1,"[425, 110, 1565, 1080]"
assets/sign_to_text/wlasl_top500_words/kiss/31752.mp4,Kiss,31752,train,1,-1,"[578, 125, 1537, 1075]"
assets/sign_to_text/wlasl_top500_words/language/32156.mp4,Language,32156,val,1,-1,"[236, 72, 1641, 1080]"
assets/sign_to_text/wlasl_top500_words/language/32157.mp4,Language,32157,test,1,-1,"[223, 89, 1635, 1080]"
assets/sign_to_text/wlasl_top500_words/language/32158.mp4,Language,32158,train,1,-1,"[298, 77, 1648, 1080]"
assets/sign_to_text/wlasl_top500_words/language/32160.mp4,Language,32160,train,1,-1,"[36, 0, 616, 480]"
assets/sign_to_text/wlasl_top500_words/later/32337.mp4,Later,32337,train,1,-1,"[178, 55, 542, 400]"
assets/sign_to_text/wlasl_top500_words/later/32338.mp4,Later,32338,train,1,-1,"[178, 55, 542, 400]"
assets/sign_to_text/wlasl_top500_words/later/32320.mp4,Later,32320,val,1,-1,"[48, 2, 249, 240]"
assets/sign_to_text/wlasl_top500_words/later/32321.mp4,Later,32321,train,1,-1,"[523, 99, 1517, 1080]"
assets/sign_to_text/wlasl_top500_words/man/69395.mp4,Man,69395,val,1,-1,"[346, 24, 1037, 720]"
assets/sign_to_text/wlasl_top500_words/man/34746.mp4,Man,34746,train,1,-1,"[214, 37, 479, 400]"
assets/sign_to_text/wlasl_top500_words/man/34733.mp4,Man,34733,train,1,-1,"[183, 17, 527, 414]"
assets/sign_to_text/wlasl_top500_words/man/34734.mp4,Man,34734,train,1,-1,"[143, 11, 522, 414]"
assets/sign_to_text/wlasl_top500_words/shirt/51057.mp4,Shirt,51057,train,1,-1,"[189, 14, 522, 414]"
assets/sign_to_text/wlasl_top500_words/shirt/51081.mp4,Shirt,51081,val,1,-1,"[178, 51, 567, 400]"
assets/sign_to_text/wlasl_top500_words/shirt/51056.mp4,Shirt,51056,train,1,-1,"[26, 0, 278, 240]"
assets/sign_to_text/wlasl_top500_words/shirt/51058.mp4,Shirt,51058,train,1,-1,"[209, 17, 526, 414]"
assets/sign_to_text/wlasl_top500_words/study/55364.mp4,Study,55364,train,1,-1,"[598, 84, 1393, 1080]"
assets/sign_to_text/wlasl_top500_words/study/55365.mp4,Study,55365,train,1,-1,"[126, 0, 604, 480]"
assets/sign_to_text/wlasl_top500_words/study/55366.mp4,Study,55366,train,1,-1,"[147, 24, 531, 480]"
assets/sign_to_text/wlasl_top500_words/study/55368.mp4,Study,55368,train,1,-1,"[68, 24, 216, 192]"
assets/sign_to_text/wlasl_top500_words/tall/56852.mp4,Tall,56852,train,1,-1,"[205, 53, 569, 400]"
assets/sign_to_text/wlasl_top500_words/tall/56838.mp4,Tall,56838,train,1,-1,"[182, 1, 526, 414]"
assets/sign_to_text/wlasl_top500_words/tall/56839.mp4,Tall,56839,train,1,-1,"[620, 70, 1619, 1070]"
assets/sign_to_text/wlasl_top500_words/tall/56840.mp4,Tall,56840,val,1,-1,"[409, 38, 1075, 720]"
assets/sign_to_text/wlasl_top500_words/white/69533.mp4,White,69533,val,1,-1,"[366, 40, 875, 720]"
assets/sign_to_text/wlasl_top500_words/white/63204.mp4,White,63204,train,1,-1,"[745, 44, 1532, 1080]"
assets/sign_to_text/wlasl_top500_words/white/63205.mp4,White,63205,train,1,-1,"[109, 5, 519, 480]"
assets/sign_to_text/wlasl_top500_words/white/63207.mp4,White,63207,train,1,-1,"[82, 14, 226, 192]"
assets/sign_to_text/wlasl_top500_words/wrong/64087.mp4,Wrong,64087,train,1,-1,"[147, 9, 516, 480]"
assets/sign_to_text/wlasl_top500_words/wrong/64088.mp4,Wrong,64088,train,1,-1,"[133, 24, 513, 480]"
assets/sign_to_text/wlasl_top500_words/wrong/64090.mp4,Wrong,64090,train,1,-1,"[81, 16, 223, 192]"
assets/sign_to_text/wlasl_top500_words/wrong/64091.mp4,Wrong,64091,train,1,-1,"[72, 12, 209, 192]"
assets/sign_to_text/wlasl_top500_words/accident/00639.mp4,Accident,00639,train,1,-1,"[180, 45, 574, 400]"
assets/sign_to_text/wlasl_top500_words/accident/00624.mp4,Accident,00624,train,1,-1,"[42, 6, 278, 240]"
assets/sign_to_text/wlasl_top500_words/accident/00625.mp4,Accident,00625,test,1,-1,"[675, 50, 1461, 1080]"
assets/sign_to_text/wlasl_top500_words/accident/00626.mp4,Accident,00626,val,1,-1,"[485, 85, 1608, 1080]"
assets/sign_to_text/wlasl_top500_words/apple/69213.mp4,Apple,69213,val,1,-1,"[304, 41, 916, 720]"
assets/sign_to_text/wlasl_top500_words/apple/03005.mp4,Apple,03005,train,1,-1,"[64, 15, 229, 192]"
assets/sign_to_text/wlasl_top500_words/apple/03008.mp4,Apple,03008,train,1,-1,"[158, 50, 541, 399]"
assets/sign_to_text/wlasl_top500_words/apple/65085.mp4,Apple,65085,train,1,-1,"[207, 0, 520, 370]"
assets/sign_to_text/wlasl_top500_words/bird/69233.mp4,Bird,69233,val,1,-1,"[550, 70, 1377, 1080]"
assets/sign_to_text/wlasl_top500_words/bird/06333.mp4,Bird,06333,train,1,-1,"[726, 78, 1601, 1077]"
assets/sign_to_text/wlasl_top500_words/bird/06334.mp4,Bird,06334,train,1,-1,"[656, 92, 1563, 1064]"
assets/sign_to_text/wlasl_top500_words/bird/06335.mp4,Bird,06335,test,1,-1,"[86, 18, 509, 480]"
assets/sign_to_text/wlasl_top500_words/change/09966.mp4,Change,09966,train,1,-1,"[48, 11, 215, 192]"
assets/sign_to_text/wlasl_top500_words/change/09967.mp4,Change,09967,train,1,-1,"[65, 13, 222, 192]"
assets/sign_to_text/wlasl_top500_words/change/09950.mp4,Change,09950,test,1,-1,"[64, 4, 266, 240]"
assets/sign_to_text/wlasl_top500_words/change/09970.mp4,Change,09970,train,1,-1,"[190, 56, 551, 400]"
assets/sign_to_text/wlasl_top500_words/color/69274.mp4,Color,69274,val,1,-1,"[149, 18, 499, 480]"
assets/sign_to_text/wlasl_top500_words/color/11772.mp4,Color,11772,test,1,-1,"[54, 9, 215, 192]"
assets/sign_to_text/wlasl_top500_words/color/11773.mp4,Color,11773,train,1,-1,"[85, 9, 215, 192]"
assets/sign_to_text/wlasl_top500_words/color/11767.mp4,Color,11767,train,1,-1,"[231, 17, 522, 414]"
assets/sign_to_text/wlasl_top500_words/corn/69282.mp4,Corn,69282,train,1,-1,"[317, 29, 861, 720]"
assets/sign_to_text/wlasl_top500_words/corn/13337.mp4,Corn,13337,train,1,-1,"[157, 54, 530, 400]"
assets/sign_to_text/wlasl_top500_words/corn/13325.mp4,Corn,13325,test,1,-1,"[61, 15, 292, 240]"
assets/sign_to_text/wlasl_top500_words/corn/13326.mp4,Corn,13326,train,1,-1,"[333, 33, 1027, 720]"
assets/sign_to_text/wlasl_top500_words/cow/69283.mp4,Cow,69283,train,1,-1,"[219, 15, 1044, 720]"
assets/sign_to_text/wlasl_top500_words/cow/13697.mp4,Cow,13697,train,1,-1,"[413, 77, 1655, 1080]"
assets/sign_to_text/wlasl_top500_words/cow/13698.mp4,Cow,13698,val,1,-1,"[477, 60, 1068, 716]"
assets/sign_to_text/wlasl_top500_words/cow/13699.mp4,Cow,13699,train,1,-1,"[63, 29, 610, 480]"
assets/sign_to_text/wlasl_top500_words/dance/14627.mp4,Dance,14627,train,1,-1,"[71, 16, 220, 192]"
assets/sign_to_text/wlasl_top500_words/dance/65434.mp4,Dance,65434,train,1,-1,"[137, 14, 498, 370]"
assets/sign_to_text/wlasl_top500_words/dance/14633.mp4,Dance,14633,train,1,-1,"[182, 61, 554, 400]"
assets/sign_to_text/wlasl_top500_words/dance/14622.mp4,Dance,14622,train,1,-1,"[54, 19, 223, 240]"
assets/sign_to_text/wlasl_top500_words/dark/69290.mp4,Dark,69290,train,1,-1,"[186, 0, 1101, 720]"
assets/sign_to_text/wlasl_top500_words/dark/14673.mp4,Dark,14673,test,1,-1,"[520, 34, 1709, 1080]"
assets/sign_to_text/wlasl_top500_words/dark/14674.mp4,Dark,14674,train,1,-1,"[479, 31, 1735, 1080]"
assets/sign_to_text/wlasl_top500_words/dark/14675.mp4,Dark,14675,train,1,-1,"[56, 29, 620, 480]"
assets/sign_to_text/wlasl_top500_words/doctor/17015.mp4,Doctor,17015,train,1,-1,"[229, 14, 528, 414]"
assets/sign_to_text/wlasl_top500_words/doctor/17016.mp4,Doctor,17016,val,1,-1,"[351, 18, 756, 480]"
assets/sign_to_text/wlasl_top500_words/doctor/17017.mp4,Doctor,17017,train,1,-1,"[93, 12, 562, 480]"
assets/sign_to_text/wlasl_top500_words/doctor/17019.mp4,Doctor,17019,train,1,-1,"[93, 20, 203, 192]"
assets/sign_to_text/wlasl_top500_words/eat/69307.mp4,Eat,69307,val,1,-1,"[389, 39, 872, 720]"
assets/sign_to_text/wlasl_top500_words/eat/18329.mp4,Eat,18329,train,1,-1,"[82, 4, 212, 192]"
assets/sign_to_text/wlasl_top500_words/eat/65601.mp4,Eat,65601,train,1,-1,"[200, 10, 486, 370]"
